word,ssc_10_rel_error,ssc_25_rel_error,ssc_50_rel_error,ssc_70_rel_error
agramante, 10, 0.0
agraviado, 10, 0.0
agravian, 10, 0.0
agraviar, 10, 0.0
agraviarle, 10, 1.0
agravias, 10, 0.5
agravio, 10, 0.0
agravios, 10, 0.0
agraz, 10, 0.0
agregar, 10, 0.0
agua, 10, 0.0
aguachirle, 10, 1.0
aguamanil, 10, 0.0
aguamaniles, 10, 1.0
aguamanos, 10, 0.0
aguarda, 10, 0.0
aguardaba, 10, 0.0
aguardaban, 10, 0.25
aguardador, 10, 1.0
aguardan, 10, 0.0
aguardando, 10, 0.2
aguardar, 10, 0.0
aguardarle, 10, 1.0
aguardaron, 10, 1.0
aguardaré, 10, 0.0
aguardase, 10, 0.0
aguardasen, 10, 1.0
aguarde, 10, 0.0
aguarden, 10, 0.0
aguardábades, 10, 1.0
aguardándolos, 10, 1.0
aguardándome, 10, 1.0
aguardándonos, 10, 1.0
aguardó, 10, 0.0
aguas, 10, 0.0
aguase, 10, 0.0
aguda, 10, 0.333
agudas, 10, 0.0
agudeza, 10, 0.0
agudezas, 10, 0.667
agudo, 10, 0.0
agudos, 10, 0.333
aguijar, 10, 0.0
aguijó, 10, 0.0
aguijón, 10, 0.2
aguilar, 10, 0.0
aguileña, 10, 0.0
aguileño, 10, 0.0
aguja, 10, 0.0
agujas, 10, 0.0
agujereado, 10, 1.0
agujero, 10, 0.0
agujeros, 10, 0.0
aguzan, 10, 0.0
agárrale, 10, 0.0
agüela, 10, 0.0
agüelo, 10, 0.0
agüelos, 10, 0.0
agüero, 10, 0.0
agüeros, 10, 0.167
ahechaba, 10, 0.0
ahechando, 10, 0.0
ahechar, 10, 0.0
ahecho, 10, 0.0
ahechándole, 10, 1.0
ahijados, 10, 0.0
ahijándolos, 10, 1.0
ahijársele, 10, 1.0
ahincadamente, 10, 1.0
ahogado, 10, 0.0
ahogalle, 10, 0.0
ahogara, 10, 0.0
ahogaros, 10, 0.0
ahoguen, 10, 0.0
ahogó, 10, 0.5
ahora, 10, 0.0
ahorcado, 10, 0.2
ahorcados, 10, 0.0
ahorcamos, 10, 0.0
ahorcan, 10, 0.0
ahorcar, 10, 0.0
ahorcarme, 10, 0.0
ahorcase, 10, 0.0
ahorquen, 10, 0.0
ahorrad, 10, 0.0
ahorran, 10, 0.0
ahorrar, 10, 0.0
ahorrara, 10, 0.0
ahorrarse, 10, 0.0
ahorraréis, 10, 0.5
ahorrativo, 10, 1.0
ahorro, 10, 0.0
ahuyenta, 10, 0.0
ahuyentado, 10, 1.0
ahí, 10, 0.0
ahínco, 10, 0.0
ahíta, 10, 0.0
airado, 10, 0.0
airarse, 10, 0.0
aire, 10, 0.0
aires, 10, 0.0
aislados, 10, 0.0
ajedrez, 10, 0.0
ajena, 10, 0.059
ajenas, 10, 0.0
ajeno, 10, 0.0
ajenos, 10, 0.1
ajorcas, 10, 0.0
ajos, 10, 0.0
ajuar, 10, 0.0
ajustamos, 10, 0.0
ajustan, 10, 0.0
ajustar, 10, 0.0
ajustará, 10, 0.0
ajusto, 10, 0.0
ajustándola, 10, 1.0
ala, 10, 0.0
alababan, 10, 0.0
alabada, 10, 0.0
alabado, 10, 0.0
alabados, 10, 0.333
alaban, 10, 0.5
alabando, 10, 0.0
alabanza, 10, 0.0
alabanzas, 10, 0.0
alabar, 10, 0.0
alabardas, 10, 0.0
alabarla, 10, 0.5
alabarle, 10, 0.0
alabaron, 10, 0.0
alabarás, 10, 0.0
alabase, 10, 0.0
alabastro, 10, 0.0
alabe, 10, 0.0
alaben, 10, 0.0
alabo, 10, 0.333
alabándote, 10, 1.0
alabáronsela, 10, 1.0
alabó, 10, 0.0
alabóle, 10, 0.0
alambre, 10, 0.0
alameda, 10, 0.0
alanceallas, 10, 1.0
alanos, 10, 0.0
alarde, 10, 0.0
alargaba, 10, 0.333
alargan, 10, 0.0
alargar, 10, 0.0
alargarme, 10, 0.0
alargase, 10, 0.0
alaridos, 10, 0.0
alas, 10, 0.0
alastrajareas, 10, 1.0
alba, 10, 0.0
albaceas, 10, 0.0
